,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
23,March 1 2023 - 12:00 AM,4.0,Installed,1.0,,1.0,1.0,,,Yes,,"165 kWh/m²
kilowatt hour per square meters",D,20141022-0000254621-01-3,35 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,200
1200 €","€ 50
50€",No,"€1,200 (+ €50)
1200€ + 50€ per month","1 bedroom | 52 m²
square meters",Ask for the exact address,Penthouse for rent,4.0,4.0,,"52 m²
square meters","22 m²
square meters","11 m²
square meters",,No,"53 m²
square meters",,,No,"Av. Aviateur de Caters 4
1310 - LA HULPE",,341 - 1386,JT Properties.,1988.0,As new,,,,Yes,,,Yes,,,,,,,,,,,,,"Superb and very bright Penthouse of +/-50m2 on the 4th floor of a small building surrounded on all four sides by 59m2 of terraces. Unbeatable view on Brussels. 1 bedroom with double bed and cupboards, bathroom with washing machine, super equipped kitchen, private elevator, alarm, double glazing, air conditioning, cellar. Superbly located near Delta, the ring and the shops.PEB D. TO SEIZE! Available early March.","8 m²
square meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,April 1 2023 - 12:00 AM,nan,Installed,1.0,No,1.0,,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,Apartment building,"€ 1,400
1400 €",,No,"€1,400/month
1400€ per month","1 bedroom | 80 m²
square meters",1060 — Saint-Gilles,Ground floor for rent,3.0,2.0,,"80 m²
square meters",,,,Yes,,,,,,,,,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"40 m²
square meters",South West,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,2.0,Installed,1.0,Yes,1.0,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,No,No,Apartment building,"€ 975
975 €","€ 65
65€",No,"€975 (+ €65)
975€ + 65€ per month","1 bedroom | 67 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,2.0,2.0,,"67 m²
square meters",,,,,,Yes,No,,,,,,,Just renovated,Yes,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,No,No,Yes,,,To be defined,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
26,March 1 2023 - 12:00 AM,1.0,Hyper equipped,1.0,No,nan,1.0,No,No,No,No,"504 kWh/m²
kilowatt hour per square meters",G,20170531-0000505140-01-08,80 kg CO₂/m²,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 800
800 €","€ 30
30€",No,"€800 (+ €30)
800€ + 30€ per month","1 bedroom | 50 m²
square meters",1060 — Saint-Gilles,Apartment for rent,2.0,2.0,,"50 m²
square meters",,,,,,Yes,No,,,,,,1900.0,As new,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,,,,,"Magnifique appartement 1 chambre entièrement rénové idéalement situé en dessous du Parc de Forest et à proximité de toutes les commodités.
L'appartement se compose d'un hall d'entrée, une chambre, un salon, une cuisine équipée , une salle de douche avec WC et emplacement machine à laver + débarras a l'entresol.
L'appartement a été complètement rénové : chaudière gaz condensation, nouveaux châssis, copropriété de 4 unités. Provisions de charges de 30€/mois pour les communs et l'assurance. Appartement coup de cœur a visiter rapidement!",,,,,,,,,,1.0,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,March 1 2023 - 12:00 AM,4.0,Hyper equipped,1.0,No,1.0,2.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 970
970 €",,No,"€970/month
970€ per month",1 bedroom,Ask for the exact address,Apartment for rent,,2.0,,,,,,,,Yes,No,,,,,,,As new,Yes,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,nan,Hyper equipped,3.0,Yes,1.0,2.0,Yes,,,Yes,"197 kWh/m²
kilowatt hour per square meters",D,202102160000582878019,Not specified,Not specified,Gas,,,,,Yes,,"€ 2,400
2400 €","€ 250
250€",No,"€2,400 (+ €250)
2400€ + 250€ per month","3 bedrooms | 140 m²
square meters",1180 — Uccle,Apartment for rent,,3.0,,"140 m²
square meters","42 m²
square meters","20 m²
square meters","14 m²
square meters",Yes,"50 m²
square meters",Yes,Yes,,"Rue Alphonse Renard 1
1050 - Ixelles",http://www.emilegarcin.fr,,EMILE GARCIN BELGIQUE SPRL,1979.0,,,Yes,Yes,,South West,,Yes,,,,,,,,,,,Immediately,,"Exclusive location in the sought-after Observatory district, on the first floor of a luxury building, beautiful duplex apartment of 150m²brutes completely renovated in 2022 with a South West terrace and private garden. The receptions benefit from a spacious living room and a dining room with a nice view on the gardens, large open kitchen hyper equipped. Upstairs a master suite with dressing room, shower room, two bedrooms with separate shower room. Two cellars and two parking spaces ( 40.000€ extra). Peb D-","15 m²
square meters","15 m²
square meters",,,,"120 m²
square meters",South West,,,1.0,,"Living area (residential, urban or rural)",,,2.0,,,,,"13 m²
square meters",,,,,,,,,,,,,,,,,,,,,
29,,1.0,USA hyper equipped,2.0,,1.0,1.0,,,,Yes,"101 kWh/m²
kilowatt hour per square meters",C,562194-N-2-5-3-2,19 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,400
1400 €","€ 250
250€",No,"€1,400 (+ €250)
1400€ + 250€ per month","2 bedrooms | 80 m²
square meters",1140 — Evere,Apartment for rent,6.0,2.0,,"80 m²
square meters","32 m²
square meters","14 m²
square meters","10 m²
square meters",Yes,"32 m²
square meters",Yes,Yes,,"Vorstlaan 292
1160 - Oudergem",,5233350,Skyline Renting Services,2018.0,As new,,,,,,,Yes,No,Yes,,Yes,,,No,,,,Immediately,80 m,"AMP AB 1.1 - MIN. 1 YEAR CONTRACT - The Ambassador Park project is located in a unique location, right next to NATO, stores and public transportation. Here we offer you a beautiful and luxurious apartment with a very high level of finishing. The apartment has an area of about ±80m² located on the 1st floor of a building with 6 floors (2019). The furnished apartment consists of 2 bedrooms with a shared balcony, an entrance hall, a living room with access to a large garden with terrace, a fully equipped kitchen, a laundry room with washer/dryer, a bathroom, and a separate toilet. Double glazing. Possibility to rent a parking space in the building for 100€. Monthly provision of 250€ for common charges, cold water, hot water and heating. On top of the rent and the 250€ provision for the charges, you’ll have to take a separate contract for your electricity, internet and insurance at your cost.","6 m²
square meters",,Brussel (19 gemeenten),,,"40 m²
square meters",,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,"80 m²
square meters",,,,,,,,,,,,,,,
30,,4.0,Installed,2.0,Yes,1.0,1.0,No,,,No,"182 kWh/m²
kilowatt hour per square meters",B,20200710-0002292969-RES-4,Not specified,Not specified,Gas,,,,,Yes,,"€ 825
825 €",,No,"€825/month
825€ per month",2 bedrooms,9300 — Aalst,Apartment for rent,4.0,,,,"50 m²
square meters","14 m²
square meters","12 m²
square meters",No,"6 m²
square meters",No,No,,"Gentsesteenweg 145
9300 - Aalst",http://www.woonservicevdv.be,1246CC,Woonservice,,As new,,,,,,No,No,No,No,,Yes,,,No,,,No,,9 m,,"9 m²
square meters",,,,,,,Yes,,,,Urban,,,,,,No,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,
31,March 1 2023 - 12:00 AM,3.0,Semi equipped,2.0,Yes,1.0,1.0,No,,,,"251 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Not specified,Gas,No,,,,Yes,,"€ 900
900 €","€ 20
20€",No,"€900 (+ €20)
900€ + 20€ per month","2 bedrooms | 80 m²
square meters",1700 — Dilbeek,Apartment for rent,3.0,,,"80 m²
square meters","27 m²
square meters","14 m²
square meters","12 m²
square meters",No,"7 m²
square meters",Yes,No,,"Gentsesteenweg, 736
1080 - Molenbeek-St-Jean",http://www.sybimmo.be,Nstng238,Sybimmo,,Good,,,,,,No,No,No,No,,No,,,No,,No,,,,,"11 m²
square meters","6 m²
square meters",,,,,,,,,,,,,1.0,,,No,,,,,,,,,Extended residential area,,,,,,,,,,,,,,
32,,nan,Installed,3.0,No,1.0,1.0,No,,,No,"404 kWh/m²
kilowatt hour per square meters",E,20200512-0002268610-RES-1,Not specified,Not specified,Fuel oil,,,,,Yes,,"€ 750
750 €",,No,"€750/month
750€ per month","3 bedrooms | 109 m²
square meters",9660 — Brakel,House for rent,,,,"109 m²
square meters",,,,,,,,,"Brusselsestraat 43
9660 - Brakel",http://www.immo-gosseye.be,"Sint-Pieterswijk 80,",Immo Gosseye,,As new,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,South East,,,,Possible flood zone,,,,1.0,,,No,,,,,"259 m²
square meters",Connected,No,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,
33,,2.0,,2.0,No,2.0,1.0,No,,,No,"117.92 kWh/m²
kilowatt hour per square meters",B,45035-G-2011_512/EP12547/E290/D01/SD009,Not specified,Not specified,,,,,,No,,"€ 720
720 €","€ 75
75€",No,"€720 (+ €75)
720€ + 75€ per month","2 bedrooms | 118 m²
square meters",9700 — Oudenaarde,Apartment for rent,2.0,,,"118 m²
square meters","35 m²
square meters","9 m²
square meters","29 m²
square meters",No,"7 m²
square meters",Yes,Yes,,"Dokter Honore Dewolfstraat 23
9700 - Oudenaarde",http://www.nobels.be,3400089,Immo Nobels,2014.0,As new,,,,,,No,Yes,No,No,,Yes,,,No,,,,,,,"7 m²
square meters",,,,,,South West,,,,Non flood zone,Urban,,,,,,No,,,,,,,,,,Yes,74.0,,,,,,,,,,,,
34,,2.0,,2.0,No,nan,,No,,,No,"154 kWh/m²
kilowatt hour per square meters",B,20221207-0002747579-RES-1,Not specified,Not specified,,,,,,No,,"€ 700
700 €",,No,"€700/month
700€ per month","2 bedrooms | 95 m²
square meters",9300 — Aalst,Apartment for rent,2.0,,,"95 m²
square meters",,,,,,No,No,,"Capucienenlaan 106
9300 - Aalst",http://www.derick.be,ErembodegemDorp113-T,De Rick Vastgoedadvies,1980.0,As new,,,,,,No,Yes,No,No,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,3.0,,,No,1.0,,No,,,No,"112 kWh/m²
kilowatt hour per square meters",B,Not specified,Not specified,Not specified,Gas,,,,,Yes,,"€ 515
515 €",,No,"€515/month
515€ per month","45 m²
square meters",8500 — Kortrijk,Studio for rent,4.0,,,"45 m²
square meters",,,,,,No,No,,"Kortrijksesteenweg 626
9000 - Gand",http://www.arcade-vastgoed.be,Kortrijk - Studio,Arcade Vastgoed,,As new,,,,,,No,Yes,No,No,,No,,,No,,,,,,,,,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,1.0,,1.0,No,1.0,1.0,No,,No,No,"128 kWh/m²
kilowatt hour per square meters",B,20180203--000203002-4--1,Not specified,Not specified,,,,,,Yes,,"€ 710
710 €",,No,"€710/month
710€ per month",1 bedroom,2800 — Mechelen,Apartment for rent,2.0,,,,,,,No,,,,No,"Frederik de Merodestraat 3/1
2800 - Mechelen",,3744,ImmoVos Vastgoed,,As new,Yes,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,Yes,Yes,,Non flood zone,Urban,,,,No,,No,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,
37,February 1 2023 - 12:00 AM,2.0,Installed,,,1.0,1.0,,,,,"149 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Not specified,Gas,,,,,,,"€ 740
740 €","€ 75
75€",No,"€740 (+ €75)
740€ + 75€ per month","45 m²
square meters",1000 — Brussels City,Apartment for rent,3.0,4.0,,"45 m²
square meters",,,,Yes,,,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-B-23019,Dewaele Brussels South,,Good,,,,,,,Yes,No,,,,,,No,,,,,,"This studio is located in the heart of Brussels, within walking distance of the main tourist attractions of the capital. It has been renovated with respect to the authentic elements of the building and has functional facilities throughout the apartment. The living room has a comfortable sitting area, a sleeping area and a 6-seater table. The kitchen has a wooden worktop, plenty of storage space and outlets, a sink, an electric stove with hood, a fridge and an oven. The separate shower room is equipped with storage space, mirrors and a sink. Elevator in the building and a flat rate of 75€ for the charges. Minimum one year contract possible.",,,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,July 1 2021 - 12:00 AM,2.0,Hyper equipped,2.0,,1.0,1.0,,,,Yes,Not specified,Not specified,Not specified,43 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,000
1000 €","€ 30
30€",No,"€1,000 (+ €30)
1000€ + 30€ per month","2 bedrooms | 70 m²
square meters",1050 — Ixelles,Apartment for rent,4.0,2.0,,"70 m²
square meters","20 m²
square meters","12 m²
square meters","12 m²
square meters",No,"3 m²
square meters",,Yes,,"rue Antoine Breart 42
1060 - Saint-Gilles",,5233014,Nesting,1940.0,As new,,,,Yes,,,No,No,,,Yes,,,No,,,,Immediately,7.7 m,"A proximité du Cimetière d'Ixelles, de l'ULB, des transports en communs et des commerces, Au 2ème étage sur 4 d'un petit immeuble calme, superbe appartement très lumineux et offrant : Vaste hall d'entrée, salon de +/-20m2, cuisine entièrement équipée donnant sur une terrasse de +/-3m2 orientée sud, deux chambres( 12m2 et 12m2), salle de bain, w.c. séparé. Vidéoparlophone. Porte blindée. Cave. Thermostat. Charges de 30 euros/mois (communs et entretien de l'adoucisseur d'eau). Libre immédiatement ! A visiter sans tarder !","10 m²
square meters",,Bruxelles-Sud,,,,,,,1.0,Non flood zone,Isolated,,,,,,,,,,,,,,"70 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
39,,1.0,Hyper equipped,,,1.0,1.0,,,,,"224 kWh/m²
kilowatt hour per square meters",E,Not specified,44 kg CO₂/m²,Not specified,Electric,,,,,Yes,,"€ 700
700 €","€ 45
45€",No,"€700 (+ €45)
700€ + 45€ per month","32 m²
square meters",Ask for the exact address,Studio for rent,3.0,2.0,,"32 m²
square meters",,,,No,"2 m²
square meters",Yes,,,"Route de Genval 32 B4
1380 - Ohain",http://kropek-immobilier.be,5231410,Kropek - Immobilier,,Just renovated,,,,,,,No,No,,,Yes,,,No,,,,Immediately,,"Located on the back side of the building, only in contact with the gardens (very quiet), we offer this superb completely refurbished studio of +/- 32 sqm with terrace. Composed of a hall, a beautiful fully equipped open kitchen with worktop/counter (oven, extractor, induction hob, dishwasher, fridge with freezer and storage), connection for washing machine, a lounge area with sleeping area and giving access to the terrace, a shower room with washbasin cabinet + storage and a toilet. Local bikes. Charges: Provision of 45€/month for common areas + cold water. Equipment: new windows, new interphone, new heating system,... VISITS and INFO on 0483/608.003 or kropek.immobilier@gmail.com. Agency reference: JS78/1AD.",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,4.0,USA hyper equipped,1.0,,1.0,1.0,,,,,"227 kWh/m²
kilowatt hour per square meters",E,201407080000237882013,Not specified,Not specified,,,,,,Yes,,"€ 950
950 €","€ 200
200€",No,"€950 (+ €200)
950€ + 200€ per month","1 bedroom | 65 m²
square meters",1000 — Bruxelles,Penthouse for rent,4.0,,,"65 m²
square meters","35 m²
square meters","20 m²
square meters",,,"25 m²
square meters",,Yes,,"rue du Moulin 4
1340 - Ottignies",http://www.bureaugp.be,5233145,Bureau Gestion & Propriété,,Good,,,,,,,Yes,,,,Yes,,,,,,,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,February 1 2023 - 12:00 AM,2.0,Installed,2.0,,1.0,1.0,,,,,"208 kWh/m²
kilowatt hour per square meters",D,20130622-0000172824-01-3,44 kg CO₂/m²,Not specified,Gas,No,No,No,,No,,"€ 1,195
1195 €",,No,"€1,195/month
1195€ per month","2 bedrooms | 100 m²
square meters",Ask for the exact address,Apartment for rent,3.0,2.0,,"100 m²
square meters","42 m²
square meters",,,No,"20 m²
square meters",,,No,"Chaussée de Waterloo 1358A
1180 - Uccle",,726AB,LIKE HOME,1920.0,,,Yes,,,South West,,,,,,,,,,,,,,,": Numéro de certificat PEB, : 44 Kg Co2m²an, : 208 Kwh . Kitchen equipment: Hotte aspirante, Aga, Washing Machine, Dishwasher, Oven, Freezer,, Kitchen Furniture . Other rooms: 1 WC, 1 Terrasse(s) . : 1 Bedroom(s) . Second floor:, Espace petit déjeuner, Lounge, 1 Bathroom(s), Dining Room, Kitchen, 1 Bedroom(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurore Binkin,,,,,,,,,,,
42,,3.0,Installed,1.0,,nan,1.0,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,,No,,"€ 625
625 €","€ 35
35€",No,"€625 (+ €35)
625€ + 35€ per month","1 bedroom | 45 m²
square meters",Ask for the exact address,Apartment for rent,3.0,3.0,,"45 m²
square meters","28 m²
square meters",,,No,,,,No,"Av. Henri Conscience 170
1140 - Evere",,3310,Cetexim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,March 1 2023 - 12:00 AM,4.0,Installed,1.0,,1.0,1.0,,,,,"560 kWh/m²
kilowatt hour per square meters",G,Not specified,111 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 950
950 €","€ 150
150€",No,"€950 (+ €150)
950€ + 150€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,4.0,2.0,,"70 m²
square meters","40 m²
square meters","15 m²
square meters",,Yes,,,,No,"Rue de Laeken 91
1000 - Bruxelles",,45551 - 186,Espace Immo Brussels CENTRE,1900.0,Good,,,,,,,,,,,,,,,,,,To be defined,,"Sorry, there is no English translation. Proche de la barrière de St Gilles et du Parvis - Au 4ème étage/4 d'un petit immeuble, magnifique duplex de +/- 70m² composé comme suit : un hall d’entrée, un grand et lumineux séjour +/-40m² avec parquet, une cuisine équipée, 1 belle chambre en mezzanine, une salle de bains avec wc et accès machine à laver - Cave - Double vitrage partout - Chauffage central au gaz - Provisions pour charges : 150€/mois (eau, chauffage et communs) (électricité individuelle) - PEB :G - Libre début mars 2023","10 m²
square meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,nan,,2.0,,1.0,1.0,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,,,,,,"€ 1,800
1800 €","€ 300
300€",No,"€1,800 (+ €300)
1800€ + 300€ per month",2 bedrooms,1000 — Bruxelles ville,Apartment for rent,,,,,"40 m²
square meters","19 m²
square meters","16 m²
square meters",,,Yes,Yes,,"Avenue Louise 207/2
1050 - Bruxelles",http://www.gpartners.immo,,GPIMMO,,Good,,,Yes,,,,,,,,,,,,,,,Immediately,,,"10 m²
square meters",,,,,,,,,,,"Living area (residential, urban or rural)",,Aurore 2_Monastère,,,,,,,,,,,,,,,,GPartners Immo,,,,,,,,,,,
45,,2.0,,1.0,No,1.0,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 480
480 €","€ 75
75€",No,"€480 (+ €75)
480€ + 75€ per month",1 bedroom,Ask for the exact address,Studio for rent,,3.0,,,,"12 m²
square meters",,Yes,,,,,,,,,,Good,,,,,,,,,,,,,,,,,,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
